texteQuestion,EltCorrections,texteRep,noteObtenue,numeroQ
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...","C'est l'extention permettant de ce connecter à un serveur. Dans nos  fichiers, il y a un dossier www dans lequel on peut mettre notre fichier php que l'on veut afficher sur une page firefox par exemple.",0.0,1001
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...","C'est le réseau Internet le plus commun, qui contient toutes les adresses en ""www""",0.0,1001
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...","ça permet de se connecter à un serveur,",0.0,1001
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...",NO_ANS,0.0,1001
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...",C'est un standard de notation pour référencer les sites Web.,0.0,1001
Qu'est-ce que le World Wide Web ?,"système hypertexte fonctionnant sur internet = une des applications d'internet, comme courrier électronique, messagerie instantanée...","Système hypertexte fonctionnant sur internet, c'est une des applications d'internet, comme un courier électronique, messagerie instantanée",1.0,1001
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Une page HTML ne contient que de la mise en page (front-end), tandis que le PHP peut gérer le côté serveur (back-end) :    - En introduisant par exemple une base de données et en gérant les requêtes.    - En gérant la gestion de formulaire    - A partir d'une adresse url, permet de récupérer des informations (exemple : monsite.com/index.php%monNom%monPrenom)",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Avec du code PHP, on peut intérargir avec le côté serveur, par exemple en recherchant dans des bases de données. On peut ainsi créer des utilisateurs du sites web (comptes), et même implémenter un espace de discussion (forum/chat)",0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Une page web en PHP peut avoir des interactions avec une base de donnée et ainsi pouvoir par exemple gérer une session (login) et elle peut avoir des conditions (comme if etc...), lui permettant de sécuriser des données via des tests. Le pĥp permet aussi des interactions avec l'utilisateur.",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Avec du code PHP, on peut générer des pages personnalisées en fonction de l'utilisateur connecté. On peut aussi effectuer du traitement afin de .",0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Le contenu d'une page PHP est dynamique. Il est possible de modifier son contenu sant toucher à la structure du code. Il est donc possible de creer des outils comme les chat et et les forums en PHP, ce qui n'est pas possible avec du html uniquement",0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Avec du php on peut:    -Dynamiser la page web en faisant des requêtes sql par exemple.    -Avoir une maintenance beaucoup plus facile, avec le changement de variable au lieu de changer tout le code où on les utilise",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Une page qui utilise du PHP est une page dynamique, elle peut donc changer selon divers paramètres(date..)    sans modification du code,  et la page peut aussi interagir avec l'utilisateur( dans le cas d'un forum par exemple)",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"En utilisant du code php, on peut afficher des variables enregistrée au préalable dans le code. Par exemple <?php $ex=""coucou"" echo $ex ?> va afficher 'coucou' sur la page web. On peut également enregister les identifiants d'une session, avec l'utilisation de $_SESSION[...].",0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,La page est générée par l'ordinateur de la personne qui demande la page si la page utilise du PHP. On peut faire des appels à la base donnée dans un code en PHP.,1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"L'utilisation de code PHP permet de créer des formulaires et de soumettre des données avec les méthodes HTTP POST, GET, PUT...  Par ailleurs à l'aide de code PHP on peut se connecter à une base de données mysql ou pgsql et utiliser les données de la base.",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Une page PHP est intéractive: elle permet à l'utilisateur de s'inscrire, d'effectuer des actions sur le site. Il n'est pas nécessaire de recharger toute la page en PHP.",0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Le php sert aux sites dynamiques. On l'utilise par exemple pour afficher une donnée présente dans une base de donnée par exemple un ""hello zlatan"" si $nom=zlatan. Il sert également à ouvrir une page qui nous est dédié,par exemple notre propre session.",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,Elle permet de faire des appels direct à des bases de données,0.5,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Une page web utilisant du code PHP, permet l'interaction entre un utilisateur et un programme d'application.    De plus, c'est un langage dédié à la production de pages HTML générées.Alors que le HTML permet d'avoir un site statique dont le contenu est fixé dans les fichiers du site, et l'utilisateur ne peut pas interagir avec le site.",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"Le code php permet d'intéragir avec l'utilisateur en manipulant les données postée par celui ci,    il permet également une intéraction avec des bases de données.",1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,1. Cela permet de donner un rendu dynamique au site Web.    2. les requêtes sont effectuées du côté serveur.,1.0,1002
Citez au moins deux intérêts d'une page web utilisant du code PHP par rapport à une page web en HTML simple.,- modification d'une page sans modification du code source nécessaire - interaction avec l'utilisateur,"La dynamique. En PHP, le contenu peut changer alors qu'en HTML, le contenu est fixé dans le ficher du site.    De plus, le PHP permet de gérer les sessions.",1.0,1002
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE HTML!>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE HTML5>,0.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE HTML>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,Cela signifie le fait que l'on écrit dur une page HTML5 et qu'elle sera donc assimilée comme telle par le navigateur. Cela permet notamment d'utiliser les balises img et video.,0.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE HTML>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE hmtl>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,la déclaration de type de document (doctype) d'une page web en HTML 5 est : <!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,NO_ANS,0.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle est la déclaration de type de document (doctype) d'une page web en HTML 5 (première ligne de la page HTML) ?,<!DOCTYPE html>,<!DOCTYPE html>,1.0,1003
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,NO_ANS,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,la balise head <head></head>,1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,NO_ANS,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,La balise <head>,1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,C'est la balise <head>...</head>. Elle contient nottament la balise <title>...</title> dont le contenu nomme l'onglet et l'intitulé de la page dans les moteurs de recherche.,1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,"La balise ""<meta content=""""/>""",0.5,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,"C'est la partie head, qui peut contenir des informations sur l'encodage de la page (balise meta, propriété charset))",1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,la balise meta contient les metadonnées destinées au navigateur et aux moteurs de recherche.,0.5,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,c'est la balise <head> </head>,1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,<html>,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,<head></head>,1.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,C'est la base <meta>,0.5,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,<html></html>,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,NO_ANS,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,NO_ANS,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,NO_ANS,0.0,1004
Quelle balise HTML contient les informations destinées au navigateur et aux moteurs de recherche ?,head 0 si html 0.5 si meta,<head>,1.0,1004
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,NO_ANS,0.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ul>      <li>1. Nice</li>      <li>2. Bordeaux</li>    </ul>,0.5,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<p> 1. Nice</p>    <p> 2. Bordeaux</p>,0.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>        <li>Nice</li>        <li>Bordeaux</li>    </ol>,1.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>      <li> Nice </li>      <li> Bordeaux </li>    </ol>,1.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ul><li>Nice</li><li>Bordeaux></li></ul>,0.5,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol><li> Nice</li><li>Bordeaux</li></ol>,1.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<table>    <tr><td>1.</td><td>Nice</td></tr>    <tr><td>2.</td><td>Bordeaux</td></tr>  </table>,0.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ul>      <li>1. Nice </li>      <li>2. Bordeaux </li>    </ul>,0.5,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>    <li>Nice    <li>Bordeaux  </ol>,0.5,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>      <li>Nice</li><br/>      <li>Bordeaux</li>    </ol>,0.8,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>Nice</ol>    <ol>Bordeaux</ol>,0.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>       <li>Nice</li>       <li>Bordeaux</li>     </ol>,1.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,"<input type=""number"" name=""genre"" value=""n""/>    <label>Nice</label>    <input type=""number"" name=""genre"" value=""b""/>    <label>Bordeaux</label>",0.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ol>      <li>Nice</li>      <li>Bordeaux</li>    </ol>,1.0,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<ul>      <li>Nice</li>      <li>Bordeaux</li>    </ul>,0.5,1007
Quel code HTML permet d'afficher la liste suivante : 1. Nice 2. Bordeaux,<ol> <li>Nice</li> <li>Bordeaux</li> </ol> 0.5 si ul au lieu de ol 0 si p ou tableau,<html>      <head>    <li>Nice</li>    <li>Bordeaux</li>      </head>    </html>,0.0,1007
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",NO_ANS,0.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...","La balise div sert uniquement pour marquer le code ( creer des distinctions ) , elle en modifie pas ce qu'il y a entre les balises.",1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",A créer une sous-section dans le but d'organiser mieux le code ou d'y appliquer un morceau de CSS particulier via un éventuel id ou une class.,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",Elle sert à diviser le code en différentes partie. C'est très pratique pour le CSS ou pour structurer son code.,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...","C'est une balise vide de sens qui permet de structurer le contenu de la page en la divisant en sous parties.  Il existe aussi des balises ayant un sens, comme <article>...</article> ou <asside>...</asside>, qui permettent également de structurer le code.",1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...","A fragmenter son code et sa page, et à l'ajout de class pour le css et le javascript.",1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",div sert a définir des blocs de la page,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...","La balise div permet de créer un paragraphe qui saute une ligne avant la premier mot contenu dans cette balise, étale le paragraphe sur toute la largeur de la page, puis saute une ligne après le dernier caractère contenu dans la balise.",0.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",NO_ANS,0.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",<div> définit une section du document html,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",Permet de caractériser un block ou un élément inline pour appliquer du CSS et/ou du JS dessus.,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",La balise div permet de faire des sous-paragraphes dans un texte par exemple. Elle crée des sorte de divisions de texte.,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...","Elle permet d'expliciter le contenu, plutôt que d'utiliser une simple balise p. Par exemple :    <div id=""menu""> </div>",1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",la balise <div> permet de définir une section d'un document.,1.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",NO_ANS,0.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",La balise div permet de lister des éléments,0.0,1008
À quoi sert la balise div ?,"elle définit une section de document. utilisée en particulier pour appliquer un style ou un comportement particulier à cette section 50% si dit que ça crée une section 75% si parlé en plus de css, js...",La balise div définit une section d'un document,0.5,1008
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<navbar> </navbar>,0.5,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,entre des balises nav <nav></nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,Il est plutôt souhaitable de le placer entre des balises <nav></nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,Dans une balise <nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<nav>...</nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<nav></nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,Dans une balise nav,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,On place ce menu dans la balise head.,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,dans une balise <body> </body>,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,dans la balise <head>,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<nav></nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,Il est souhaitable de place le code d'un menu de navigation dans la balise <a></a>.,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<nav></nav>,1.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,dans la balise <a href=...></a>,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,NO_ANS,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<body></body>,0.0,1009
"En HTML5, dans quelle balise est-il souhaitable de placer le code d'un menu de navigation ?",nav,<aside>,0.0,1009
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"les variables POST sont définies sur tous les fichiers .php une fois qu'elles ont été transmises via le formulaire, tandis GET ne récupére que les variables dans l'url.",0.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"La transmission par GET se fait par l'adresse URL, il y a donc un nombre limité d'information qui peut circuler, de plus, ces informations ne sont plus confidentielles. La transmission par POST n'admet pas de limite, et l'utilisateur ne sait pas quelles données sont envoyées. On peut donc faire circuler des mots de passe.",1.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"Le mode de transmission POST permet de transférer des valeurs d'une page à une autre sans que cela n'apparaisse dans l'url, alors que GET fait apparaitre les variables et leurs valeurs, ce qui est susceptible d'être changé manuellement.",1.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"L'avantage du mode de transmission POST est que contrairement au GET, il ne communique pas les données via l'URL de la page. Ainsi les données transmises sont beaucoup mieux protégées puisqu'elles ne sont pas directement visibles.",1.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"GET renvoie des couples (name, value) alors que POST renvoie un flux d'information html.",0.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"GET récupère les données par le biais de l'url de la page. Alors que POST transmet des données sans utiliser    l'url. On peut avoir un meilleur ""contrôle"" des données avec POST.",0.5,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),"Post est plus ""sécurisé"" que get. En effet, get passe les champs saisis dans l'URL alors que post envoie les champs avec la transaction HTTP POST",1.0,1010
"Dans un formulaire HTML, quel est l'avantage du mode de transmission POST par rapport au GET ?",GET: variables et valeurs dans l'URL => moins sécurisé et plus limité (en nombre de caractères),POST permet de rediriger vers une autre page contrairement au GET.,0.0,1010
